,country,year,life_expectancy
84659,New Caledonia,1907,26.0
84660,New Zealand,1907,50.56
84662,Nicaragua,1907,25.4
84663,Niger,1907,30.8
84664,Nigeria,1907,30.4
84669,Norway,1907,56.49
84670,Oman,1907,32.3
84671,Pakistan,1907,17.77
84673,Panama,1907,32.9
84674,Papua New Guinea,1907,31.5
84675,Paraguay,1907,35.5
84676,Peru,1907,35.7
84677,Philippines,1907,30.9
84679,Poland,1907,42.55
84680,Portugal,1907,35.6
84681,Puerto Rico,1907,34.82
84682,Qatar,1907,30.8
84683,Reunion,1907,33.0
84684,Romania,1907,35.7
84685,Russia,1907,33.65
84686,Rwanda,1907,25.0
84690,St. Lucia,1907,28.01
84692,St. Vincent and the Grenadines,1907,25.99
84694,Samoa,1907,25.4
84696,Sao Tome and Principe,1907,31.0
84697,Saudi Arabia,1907,32.1
84698,Senegal,1907,25.2
84699,Serbia,1907,35.5
84702,Seychelles,1907,46.71
84703,Sierra Leone,1907,25.1
84704,Singapore,1907,34.0
84705,Slovak Republic,1907,40.0
84706,Slovenia,1907,36.6
84707,Solomon Islands,1907,25.1
84708,Somalia,1907,29.4
84710,South Africa,1907,33.5
84712,Spain,1907,40.62
84713,Sri Lanka,1907,30.17
84714,Sudan,1907,31.4
84715,Suriname,1907,32.9
84717,Swaziland,1907,32.3
84718,Sweden,1907,56.98
84719,Switzerland,1907,51.19
84720,Syria,1907,31.1
84721,Taiwan,1907,29.5
84722,Tajikistan,1907,27.89
84723,Tanzania,1907,32.2
84724,Thailand,1907,30.4
84725,Timor-Leste,1907,28.95
84726,Togo,1907,31.3
84728,Tonga,1907,28.2
84730,Trinidad and Tobago,1907,38.8
84731,Tunisia,1907,28.8
84732,Turkey,1907,35.0
84733,Turkmenistan,1907,26.11
84736,Uganda,1907,25.3
84737,Ukraine,1907,39.39
84738,United Arab Emirates,1907,30.7
84739,United Kingdom,1907,51.44
84740,United States,1907,50.2
84741,Uruguay,1907,32.9
84743,Uzbekistan,1907,30.58
84745,Vanuatu,1907,24.3
84746,Venezuela,1907,32.2
84747,West Bank and Gaza,1907,32.1
84749,Western Sahara,1907,34.75
84750,Vietnam,1907,32.0
84751,Virgin Islands (U.S.),1907,33.4
84754,Yemen,1907,23.39
84756,Zambia,1907,32.6
84757,Zimbabwe,1907,33.7
84759,South Sudan,1907,26.67
85281,Afghanistan,1908,27.1
85283,Albania,1908,35.4
85284,Algeria,1908,27.84
85287,Angola,1908,26.98
85289,Antigua and Barbuda,1908,33.54
85290,Argentina,1908,41.98
85291,Armenia,1908,37.9
85292,Aruba,1908,34.42
85293,Australia,1908,54.16
85294,Austria,1908,43.23
85295,Azerbaijan,1908,33.07
85296,Bahamas,1908,35.18
85297,Bahrain,1908,30.3
85298,Bangladesh,1908,21.84
85299,Barbados,1908,32.12
85300,Belarus,1908,41.09
85301,Belgium,1908,49.7
85302,Belize,1908,26.5
85303,Benin,1908,31.0
85305,Bhutan,1908,28.8
85306,Bolivia,1908,33.0
85307,Bosnia and Herzegovina,1908,35.1
85308,Botswana,1908,33.6
85309,Brazil,1908,31.98
85311,Brunei,1908,29.2
85312,Bulgaria,1908,43.52
85313,Burkina Faso,1908,29.2
85314,Burundi,1908,31.5
85315,Cambodia,1908,35.0
85316,Cameroon,1908,28.75
85317,Canada,1908,51.35
85318,Cape Verde,1908,33.8
85320,Central African Republic,1908,30.0
85321,Chad,1908,30.9
85323,Chile,1908,30.78
85324,China,1908,32.0
85327,Colombia,1908,32.0
85328,Comoros,1908,32.1
85329,"Congo, Dem. Rep.",1908,31.6
85330,"Congo, Rep.",1908,32.7
85332,Costa Rica,1908,35.02
85333,Cote d'Ivoire,1908,31.16
85334,Croatia,1908,36.1
85335,Cuba,1908,34.79
85336,Cyprus,1908,45.74
85337,Czech Republic,1908,43.5
85339,Denmark,1908,54.96
85340,Djibouti,1908,29.9
85342,Dominican Republic,1908,29.9
85344,Ecuador,1908,32.9
85345,Egypt,1908,33.0
85346,El Salvador,1908,28.7
85347,Equatorial Guinea,1908,29.8
85348,Eritrea,1908,30.2
85350,Estonia,1908,46.26
85351,Ethiopia,1908,29.7
85354,Fiji,1908,26.1
85355,Finland,1908,46.15
85356,France,1908,49.3
85357,French Guiana,1908,30.5
85358,French Polynesia,1908,25.6
85359,Gabon,1908,30.6
85360,Gambia,1908,28.8
85361,Georgia,1908,35.77
85362,Germany,1908,47.23
85363,Ghana,1908,28.0
85365,Greece,1908,41.47
85366,Greenland,1908,35.66
85367,Grenada,1908,37.3
85368,Guadeloupe,1908,27.66
85369,Guam,1908,27.5
85370,Guatemala,1908,25.82
85372,Guinea,1908,30.62
85373,Guinea-Bissau,1908,32.0
85374,Guyana,1908,31.12
85375,Haiti,1908,29.0
85377,Honduras,1908,33.9
85378,"Hong Kong, China",1908,34.9
85379,Hungary,1908,39.27
85380,Iceland,1908,45.79
85381,India,1908,23.25
85382,Indonesia,1908,30.0
85383,Iran,1908,25.6
85384,Iraq,1908,31.2
85385,Ireland,1908,52.48
85387,Israel,1908,32.0
85388,Italy,1908,43.19
85389,Jamaica,1908,36.8
85390,Japan,1908,39.67
85392,Jordan,1908,31.7
85393,Kazakhstan,1908,30.1
85394,Kenya,1908,25.5
85395,Kiribati,1908,24.9
85396,North Korea,1908,23.51
85397,South Korea,1908,23.51
85400,Kuwait,1908,26.0
85401,Kyrgyz Republic,1908,27.84
85402,Lao,1908,31.9
85403,Latvia,1908,48.7
85404,Lebanon,1908,29.7
85405,Lesotho,1908,32.8
85406,Liberia,1908,31.1
85407,Libya,1908,33.1
85409,Lithuania,1908,44.52
85410,Luxembourg,1908,46.46
85411,"Macao, China",1908,34.7
85412,"Macedonia, FYR",1908,36.1
85413,Madagascar,1908,30.5
85414,Malawi,1908,30.3
85415,Malaysia,1908,30.6
85416,Maldives,1908,32.65
85417,Mali,1908,26.41
85418,Malta,1908,45.72
85420,Martinique,1908,30.15
85421,Mauritania,1908,32.0
85422,Mauritius,1908,23.59
85423,Mayotte,1908,32.5
85424,Mexico,1908,28.72
85425,"Micronesia, Fed. Sts.",1908,26.7
85426,Moldova,1908,33.15
85428,Mongolia,1908,31.8
85429,Montenegro,1908,35.4
85431,Morocco,1908,33.1
85432,Mozambique,1908,30.28
85433,Myanmar,1908,30.8
85434,Namibia,1908,32.4
85436,Nepal,1908,32.8
85437,Netherlands,1908,52.76
85438,Netherlands Antilles,1908,34.41
85439,New Caledonia,1908,26.0
85440,New Zealand,1908,51.01
85442,Nicaragua,1908,25.4
85443,Niger,1908,30.8
85444,Nigeria,1908,30.4
85449,Norway,1908,56.31
85450,Oman,1908,32.3
85451,Pakistan,1908,21.82
85453,Panama,1908,32.9
85454,Papua New Guinea,1908,31.5
85455,Paraguay,1908,35.5
85456,Peru,1908,35.7
85457,Philippines,1908,30.9
85459,Poland,1908,42.85
85460,Portugal,1908,35.6
85461,Puerto Rico,1908,35.94
85462,Qatar,1908,30.8
85463,Reunion,1908,33.0
85464,Romania,1908,35.7
85465,Russia,1908,33.65
85466,Rwanda,1908,24.0
85470,St. Lucia,1908,28.01
85472,St. Vincent and the Grenadines,1908,25.99
85474,Samoa,1908,25.4
85476,Sao Tome and Principe,1908,31.0
85477,Saudi Arabia,1908,32.1
85478,Senegal,1908,25.2
85479,Serbia,1908,35.5
85482,Seychelles,1908,46.97
85483,Sierra Leone,1908,25.1
85484,Singapore,1908,34.0
85485,Slovak Republic,1908,40.3
85486,Slovenia,1908,36.6
85487,Solomon Islands,1908,25.1
85488,Somalia,1908,29.4
85490,South Africa,1908,33.5
85492,Spain,1908,41.45
85493,Sri Lanka,1908,30.62
85494,Sudan,1908,31.4
85495,Suriname,1908,32.9
85497,Swaziland,1908,32.3
85498,Sweden,1908,56.42
85499,Switzerland,1908,52.26
85500,Syria,1908,31.1
85501,Taiwan,1908,30.9
85502,Tajikistan,1908,28.14
85503,Tanzania,1908,32.2
85504,Thailand,1908,30.4
85505,Timor-Leste,1908,28.95
85506,Togo,1908,31.3
85508,Tonga,1908,28.2
85510,Trinidad and Tobago,1908,38.8
85511,Tunisia,1908,28.8
85512,Turkey,1908,35.0
85513,Turkmenistan,1908,26.36
85516,Uganda,1908,25.3
85517,Ukraine,1908,39.78
85518,United Arab Emirates,1908,30.7
85519,United Kingdom,1908,51.84
85520,United States,1908,51.9
85521,Uruguay,1908,32.9
85523,Uzbekistan,1908,30.83
85525,Vanuatu,1908,24.3
85526,Venezuela,1908,32.2
85527,West Bank and Gaza,1908,32.1
85529,Western Sahara,1908,34.75
85530,Vietnam,1908,32.0
85531,Virgin Islands (U.S.),1908,33.4
85534,Yemen,1908,23.39
85536,Zambia,1908,32.6
85537,Zimbabwe,1908,33.7
85539,South Sudan,1908,26.67
86061,Afghanistan,1909,27.09
86063,Albania,1909,35.4
86064,Algeria,1909,29.26
86067,Angola,1909,26.98
86069,Antigua and Barbuda,1909,33.54
86070,Argentina,1909,42.74
86071,Armenia,1909,38.15
86072,Aruba,1909,34.42
86073,Australia,1909,54.69
86074,Austria,1909,43.85
86075,Azerbaijan,1909,33.32
86076,Bahamas,1909,35.18
86077,Bahrain,1909,30.3
86078,Bangladesh,1909,22.01
86079,Barbados,1909,32.12
86080,Belarus,1909,41.7
86081,Belgium,1909,50.7
86082,Belize,1909,26.5
86083,Benin,1909,31.0
86085,Bhutan,1909,28.8
86086,Bolivia,1909,33.0
86087,Bosnia and Herzegovina,1909,35.1
86088,Botswana,1909,33.6
86089,Brazil,1909,31.98
86091,Brunei,1909,29.2
86092,Bulgaria,1909,43.59
86093,Burkina Faso,1909,29.2
86094,Burundi,1909,31.5
86095,Cambodia,1909,35.0
86096,Cameroon,1909,28.75
86097,Canada,1909,51.74
86098,Cape Verde,1909,33.8
86100,Central African Republic,1909,30.0
86101,Chad,1909,30.9
86103,Chile,1909,31.06
86104,China,1909,32.0
86107,Colombia,1909,32.0
86108,Comoros,1909,32.1
86109,"Congo, Dem. Rep.",1909,31.6
86110,"Congo, Rep.",1909,32.7
86112,Costa Rica,1909,35.06
86113,Cote d'Ivoire,1909,31.16
86114,Croatia,1909,36.1
86115,Cuba,1909,35.01
86116,Cyprus,1909,45.99
86117,Czech Republic,1909,43.91
86119,Denmark,1909,57.44
86120,Djibouti,1909,29.9
86122,Dominican Republic,1909,29.9
86124,Ecuador,1909,32.9
86125,Egypt,1909,33.0
86126,El Salvador,1909,28.7
86127,Equatorial Guinea,1909,29.8
86128,Eritrea,1909,30.2
86130,Estonia,1909,46.65
86131,Ethiopia,1909,29.7
86134,Fiji,1909,26.1
86135,Finland,1909,48.67
86136,France,1909,50.01
86137,French Guiana,1909,30.5
86138,French Polynesia,1909,25.6
86139,Gabon,1909,30.6
86140,Gambia,1909,28.8
86141,Georgia,1909,36.02
86142,Germany,1909,47.82
86143,Ghana,1909,28.0
86145,Greece,1909,41.73
86146,Greenland,1909,35.31
86147,Grenada,1909,37.3
86148,Guadeloupe,1909,27.66
86149,Guam,1909,27.5
86150,Guatemala,1909,25.82
86152,Guinea,1909,30.63
86153,Guinea-Bissau,1909,32.0
86154,Guyana,1909,31.12
86155,Haiti,1909,29.0
86157,Honduras,1909,33.9
86158,"Hong Kong, China",1909,34.9
86159,Hungary,1909,39.52
86160,Iceland,1909,52.36
86161,India,1909,23.21
86162,Indonesia,1909,30.0
86163,Iran,1909,25.6
86164,Iraq,1909,31.2
86165,Ireland,1909,52.92
86167,Israel,1909,32.0
86168,Italy,1909,44.67
86169,Jamaica,1909,37.3
86170,Japan,1909,39.82
86172,Jordan,1909,31.7
86173,Kazakhstan,1909,30.35
86174,Kenya,1909,25.5
86175,Kiribati,1909,24.9
86176,North Korea,1909,23.8
86177,South Korea,1909,23.8
86180,Kuwait,1909,26.0
86181,Kyrgyz Republic,1909,28.09
86182,Lao,1909,31.9
86183,Latvia,1909,49.01
86184,Lebanon,1909,29.7
86185,Lesotho,1909,32.8
86186,Liberia,1909,31.1
86187,Libya,1909,33.1
86189,Lithuania,1909,44.87
86190,Luxembourg,1909,47.79
86191,"Macao, China",1909,34.7
86192,"Macedonia, FYR",1909,36.1
86193,Madagascar,1909,30.5
86194,Malawi,1909,30.3
86195,Malaysia,1909,30.6
86196,Maldives,1909,32.65
86197,Mali,1909,26.41
86198,Malta,1909,46.19
86200,Martinique,1909,30.15
86201,Mauritania,1909,32.0
86202,Mauritius,1909,26.13
86203,Mayotte,1909,32.5
86204,Mexico,1909,29.21
86205,"Micronesia, Fed. Sts.",1909,26.7
86206,Moldova,1909,33.15
86208,Mongolia,1909,31.8
86209,Montenegro,1909,35.4
86211,Morocco,1909,33.1
86212,Mozambique,1909,30.28
86213,Myanmar,1909,30.8
86214,Namibia,1909,32.4
86216,Nepal,1909,32.8
86217,Netherlands,1909,54.96
86218,Netherlands Antilles,1909,34.41
86219,New Caledonia,1909,26.0
86220,New Zealand,1909,51.46
86222,Nicaragua,1909,25.4
86223,Niger,1909,30.8
86224,Nigeria,1909,30.4
86229,Norway,1909,57.47
86230,Oman,1909,32.3
86231,Pakistan,1909,22.13
86233,Panama,1909,32.9
86234,Papua New Guinea,1909,31.5
86235,Paraguay,1909,35.5
86236,Peru,1909,35.7
86237,Philippines,1909,30.9
86239,Poland,1909,43.15
86240,Portugal,1909,35.6
86241,Puerto Rico,1909,37.05
86242,Qatar,1909,30.8
86243,Reunion,1909,33.0
86244,Romania,1909,35.7
86245,Russia,1909,32.36
86246,Rwanda,1909,31.8
86250,St. Lucia,1909,28.01
86252,St. Vincent and the Grenadines,1909,25.99
86254,Samoa,1909,25.4
86256,Sao Tome and Principe,1909,31.0
86257,Saudi Arabia,1909,32.1
86258,Senegal,1909,25.2
86259,Serbia,1909,35.5
86262,Seychelles,1909,47.23
86263,Sierra Leone,1909,25.1
86264,Singapore,1909,34.0
86265,Slovak Republic,1909,40.6
86266,Slovenia,1909,36.6
86267,Solomon Islands,1909,25.1
86268,Somalia,1909,29.4
86270,South Africa,1909,33.5
86272,Spain,1909,41.06
86273,Sri Lanka,1909,29.94
86274,Sudan,1909,31.4
86275,Suriname,1909,32.9
86277,Swaziland,1909,32.3
86278,Sweden,1909,58.42
86279,Switzerland,1909,51.61
86280,Syria,1909,31.1
86281,Taiwan,1909,31.8
86282,Tajikistan,1909,28.39
86283,Tanzania,1909,32.2
86284,Thailand,1909,30.4
86285,Timor-Leste,1909,28.95
86286,Togo,1909,31.3
86288,Tonga,1909,28.2
86290,Trinidad and Tobago,1909,38.8
86291,Tunisia,1909,28.8
86292,Turkey,1909,35.0
86293,Turkmenistan,1909,26.61
86296,Uganda,1909,25.3
86297,Ukraine,1909,40.18
86298,United Arab Emirates,1909,30.7
86299,United Kingdom,1909,52.52
86300,United States,1909,52.8
86301,Uruguay,1909,32.9
86303,Uzbekistan,1909,31.08
86305,Vanuatu,1909,24.3
86306,Venezuela,1909,32.2
86307,West Bank and Gaza,1909,32.1
86309,Western Sahara,1909,34.75
86310,Vietnam,1909,32.0
86311,Virgin Islands (U.S.),1909,33.4
86314,Yemen,1909,23.39
86316,Zambia,1909,32.6
86317,Zimbabwe,1909,33.7
86319,South Sudan,1909,26.67
86841,Afghanistan,1910,27.08
86843,Albania,1910,35.4
86844,Algeria,1910,30.79
86847,Angola,1910,26.98
86849,Antigua and Barbuda,1910,33.54
86850,Argentina,1910,43.5
86851,Armenia,1910,38.4
86852,Aruba,1910,34.42
86853,Australia,1910,55.22
86854,Austria,1910,44.48
86855,Azerbaijan,1910,33.57
86856,Bahamas,1910,35.18
86857,Bahrain,1910,30.3
86858,Bangladesh,1910,22.18
86859,Barbados,1910,32.12
86860,Belarus,1910,42.31
86861,Belgium,1910,51.37
86862,Belize,1910,26.5
86863,Benin,1910,31.0
86865,Bhutan,1910,28.8
86866,Bolivia,1910,33.0
86867,Bosnia and Herzegovina,1910,35.1
86868,Botswana,1910,33.6
86869,Brazil,1910,31.98
86871,Brunei,1910,29.2
86872,Bulgaria,1910,43.66
86873,Burkina Faso,1910,29.2
86874,Burundi,1910,31.5
86875,Cambodia,1910,35.0
86876,Cameroon,1910,28.75
86877,Canada,1910,52.12
86878,Cape Verde,1910,33.8
86880,Central African Republic,1910,30.0
86881,Chad,1910,30.9
86883,Chile,1910,31.34
86884,China,1910,32.0
86887,Colombia,1910,32.0
86888,Comoros,1910,32.1
86889,"Congo, Dem. Rep.",1910,31.6
86890,"Congo, Rep.",1910,32.7
86892,Costa Rica,1910,35.1
86893,Cote d'Ivoire,1910,31.16
86894,Croatia,1910,36.1
86895,Cuba,1910,35.22
86896,Cyprus,1910,46.23
86897,Czech Republic,1910,44.31
86899,Denmark,1910,58.09
86900,Djibouti,1910,29.9
86902,Dominican Republic,1910,29.9
86904,Ecuador,1910,32.9
86905,Egypt,1910,33.0
86906,El Salvador,1910,28.7
86907,Equatorial Guinea,1910,29.8
86908,Eritrea,1910,30.2
86910,Estonia,1910,47.04
86911,Ethiopia,1910,29.7
86914,Fiji,1910,26.1
86915,Finland,1910,48.53
86916,France,1910,51.37
86917,French Guiana,1910,30.5
86918,French Polynesia,1910,25.6
86919,Gabon,1910,30.6
86920,Gambia,1910,28.8
86921,Georgia,1910,36.27
86922,Germany,1910,48.41
86923,Ghana,1910,28.0
86925,Greece,1910,42.0
86926,Greenland,1910,34.96
86927,Grenada,1910,37.3
86928,Guadeloupe,1910,27.66
86929,Guam,1910,27.5
86930,Guatemala,1910,25.82
86932,Guinea,1910,30.64
86933,Guinea-Bissau,1910,32.0
86934,Guyana,1910,31.12
86935,Haiti,1910,29.0
86937,Honduras,1910,33.9
86938,"Hong Kong, China",1910,34.9
86939,Hungary,1910,39.76
86940,Iceland,1910,52.67
86941,India,1910,23.18
86942,Indonesia,1910,30.0
86943,Iran,1910,25.6
86944,Iraq,1910,31.2
86945,Ireland,1910,53.36
86947,Israel,1910,32.0
86948,Italy,1910,46.75
86949,Jamaica,1910,36.7
86950,Japan,1910,39.97
86952,Jordan,1910,31.7
86953,Kazakhstan,1910,30.6
86954,Kenya,1910,25.5
86955,Kiribati,1910,24.9
86956,North Korea,1910,24.1
86957,South Korea,1910,24.1
86960,Kuwait,1910,26.0
86961,Kyrgyz Republic,1910,28.34
86962,Lao,1910,31.9
86963,Latvia,1910,49.33
86964,Lebanon,1910,29.7
86965,Lesotho,1910,32.8
86966,Liberia,1910,31.1
86967,Libya,1910,33.1
86969,Lithuania,1910,45.22
86970,Luxembourg,1910,49.66
86971,"Macao, China",1910,34.7
86972,"Macedonia, FYR",1910,36.1
86973,Madagascar,1910,30.5
86974,Malawi,1910,30.3
86975,Malaysia,1910,30.6
86976,Maldives,1910,32.65
86977,Mali,1910,26.41
86978,Malta,1910,46.66
86980,Martinique,1910,30.15
86981,Mauritania,1910,32.0
86982,Mauritius,1910,28.93
86983,Mayotte,1910,32.5
86984,Mexico,1910,27.41
86985,"Micronesia, Fed. Sts.",1910,26.7
86986,Moldova,1910,33.15
86988,Mongolia,1910,31.8
86989,Montenegro,1910,35.4
86991,Morocco,1910,33.1
86992,Mozambique,1910,30.28
86993,Myanmar,1910,30.8
86994,Namibia,1910,32.4
86996,Nepal,1910,32.8
86997,Netherlands,1910,55.14
86998,Netherlands Antilles,1910,34.41
86999,New Caledonia,1910,26.0
87000,New Zealand,1910,51.9
87002,Nicaragua,1910,25.4
87003,Niger,1910,30.8
87004,Nigeria,1910,30.4
87009,Norway,1910,57.99
87010,Oman,1910,32.3
87011,Pakistan,1910,22.44
87013,Panama,1910,32.9
87014,Papua New Guinea,1910,31.5
87015,Paraguay,1910,35.5
87016,Peru,1910,35.7
87017,Philippines,1910,30.9
87019,Poland,1910,43.45
87020,Portugal,1910,35.6
87021,Puerto Rico,1910,38.17
87022,Qatar,1910,30.8
87023,Reunion,1910,33.0
87024,Romania,1910,35.7
87025,Russia,1910,31.4
87026,Rwanda,1910,31.8
87030,St. Lucia,1910,28.01
87032,St. Vincent and the Grenadines,1910,25.99
87034,Samoa,1910,25.4
87036,Sao Tome and Principe,1910,31.0
87037,Saudi Arabia,1910,32.1
87038,Senegal,1910,25.2
87039,Serbia,1910,35.5
87042,Seychelles,1910,47.5
87043,Sierra Leone,1910,25.1
87044,Singapore,1910,34.0
87045,Slovak Republic,1910,40.9
87046,Slovenia,1910,36.6
87047,Solomon Islands,1910,25.1
87048,Somalia,1910,29.4
87050,South Africa,1910,33.5
87052,Spain,1910,40.92
87053,Sri Lanka,1910,32.85
87054,Sudan,1910,31.4
87055,Suriname,1910,32.9
87057,Swaziland,1910,32.3
87058,Sweden,1910,57.8
87059,Switzerland,1910,52.91
87060,Syria,1910,31.1
87061,Taiwan,1910,33.9
87062,Tajikistan,1910,28.64
87063,Tanzania,1910,32.2
87064,Thailand,1910,30.4
87065,Timor-Leste,1910,28.95
87066,Togo,1910,31.3
87068,Tonga,1910,28.2
87070,Trinidad and Tobago,1910,38.8
87071,Tunisia,1910,28.8
87072,Turkey,1910,35.0
87073,Turkmenistan,1910,26.86
87076,Uganda,1910,25.3
87077,Ukraine,1910,40.58
87078,United Arab Emirates,1910,30.7
87079,United Kingdom,1910,53.99
87080,United States,1910,51.8
87081,Uruguay,1910,32.9
87083,Uzbekistan,1910,31.33
87085,Vanuatu,1910,24.3
87086,Venezuela,1910,32.2
87087,West Bank and Gaza,1910,32.1
87089,Western Sahara,1910,34.75
87090,Vietnam,1910,32.0
87091,Virgin Islands (U.S.),1910,33.4
87094,Yemen,1910,23.39
87096,Zambia,1910,32.6
87097,Zimbabwe,1910,33.7
87099,South Sudan,1910,26.67
87621,Afghanistan,1911,27.07
87623,Albania,1911,35.4
87624,Algeria,1911,30.51
87627,Angola,1911,26.98
87629,Antigua and Barbuda,1911,33.54
87630,Argentina,1911,44.04
87631,Armenia,1911,41.35
87632,Aruba,1911,34.42
87633,Australia,1911,55.75
87634,Austria,1911,45.1
87635,Azerbaijan,1911,36.52
87636,Bahamas,1911,35.18
87637,Bahrain,1911,30.3
87638,Bangladesh,1911,22.35
87639,Barbados,1911,32.12
87640,Belarus,1911,42.92
87641,Belgium,1911,49.25
87642,Belize,1911,27.06
87643,Benin,1911,31.0
87645,Bhutan,1911,28.8
87646,Bolivia,1911,33.0
87647,Bosnia and Herzegovina,1911,35.1
87648,Botswana,1911,33.6
87649,Brazil,1911,31.98
87651,Brunei,1911,29.2
87652,Bulgaria,1911,43.73
87653,Burkina Faso,1911,29.2
87654,Burundi,1911,31.5
87655,Cambodia,1911,35.0
87656,Cameroon,1911,28.75
87657,Canada,1911,52.51
87658,Cape Verde,1911,33.8
87660,Central African Republic,1911,30.0
87661,Chad,1911,30.9
87663,Chile,1911,31.62
87664,China,1911,32.0
87667,Colombia,1911,32.0
87668,Comoros,1911,32.1
87669,"Congo, Dem. Rep.",1911,31.6
87670,"Congo, Rep.",1911,32.7
87672,Costa Rica,1911,35.1
87673,Cote d'Ivoire,1911,31.16
87674,Croatia,1911,36.1
87675,Cuba,1911,35.43
87676,Cyprus,1911,46.48
87677,Czech Republic,1911,44.87
87679,Denmark,1911,57.01
87680,Djibouti,1911,29.9
87682,Dominican Republic,1911,29.9
87684,Ecuador,1911,32.9
87685,Egypt,1911,33.0
87686,El Salvador,1911,28.7
87687,Equatorial Guinea,1911,29.8
87688,Eritrea,1911,30.2
87690,Estonia,1911,47.43
87691,Ethiopia,1911,29.7
87694,Fiji,1911,26.1
87695,Finland,1911,48.73
87696,France,1911,48.17
87697,French Guiana,1911,30.5
87698,French Polynesia,1911,25.6
87699,Gabon,1911,30.6
87700,Gambia,1911,28.8
87701,Georgia,1911,39.23
87702,Germany,1911,49.0
87703,Ghana,1911,28.0
87705,Greece,1911,42.26
87706,Greenland,1911,34.61
87707,Grenada,1911,37.3
87708,Guadeloupe,1911,27.66
87709,Guam,1911,27.5
87710,Guatemala,1911,25.82
87712,Guinea,1911,30.65
87713,Guinea-Bissau,1911,32.0
87714,Guyana,1911,31.12
87715,Haiti,1911,29.0
87717,Honduras,1911,33.9
87718,"Hong Kong, China",1911,34.9
87719,Hungary,1911,39.99
87720,Iceland,1911,55.47
87721,India,1911,23.15
87722,Indonesia,1911,30.0
87723,Iran,1911,25.6
87724,Iraq,1911,31.2
87725,Ireland,1911,53.8
87727,Israel,1911,32.0
87728,Italy,1911,44.77
87729,Jamaica,1911,37.9
87730,Japan,1911,40.16
87732,Jordan,1911,31.7
87733,Kazakhstan,1911,33.56
87734,Kenya,1911,25.5
87735,Kiribati,1911,24.9
87736,North Korea,1911,24.39
87737,South Korea,1911,24.39
87740,Kuwait,1911,26.0
87741,Kyrgyz Republic,1911,31.3
87742,Lao,1911,31.9
87743,Latvia,1911,49.64
87744,Lebanon,1911,29.7
87745,Lesotho,1911,32.8
87746,Liberia,1911,31.1
87747,Libya,1911,33.1
87749,Lithuania,1911,45.57
87750,Luxembourg,1911,46.38
87751,"Macao, China",1911,34.7
87752,"Macedonia, FYR",1911,36.1
87753,Madagascar,1911,30.5
87754,Malawi,1911,30.3
87755,Malaysia,1911,30.6
87756,Maldives,1911,32.65
87757,Mali,1911,26.41
87758,Malta,1911,47.13
87760,Martinique,1911,30.15
87761,Mauritania,1911,32.0
87762,Mauritius,1911,29.73
87763,Mayotte,1911,32.5
87764,Mexico,1911,27.84
87765,"Micronesia, Fed. Sts.",1911,26.7
87766,Moldova,1911,33.15
87768,Mongolia,1911,31.8
87769,Montenegro,1911,35.4
87771,Morocco,1911,33.1
87772,Mozambique,1911,30.28
87773,Myanmar,1911,30.8
87774,Namibia,1911,32.4
87776,Nepal,1911,32.8
87777,Netherlands,1911,53.17
87778,Netherlands Antilles,1911,34.41
87779,New Caledonia,1911,26.0
87780,New Zealand,1911,52.35
87782,Nicaragua,1911,25.4
87783,Niger,1911,30.8
87784,Nigeria,1911,30.4
87789,Norway,1911,58.04
87790,Oman,1911,32.3
87791,Pakistan,1911,22.75
87793,Panama,1911,32.9
87794,Papua New Guinea,1911,31.5
87795,Paraguay,1911,35.5
87796,Peru,1911,35.7
87797,Philippines,1911,30.9
87799,Poland,1911,43.76
87800,Portugal,1911,35.6
87801,Puerto Rico,1911,38.2
87802,Qatar,1911,30.8
87803,Reunion,1911,33.0
87804,Romania,1911,35.7
87805,Russia,1911,35.09
87806,Rwanda,1911,31.8
87810,St. Lucia,1911,28.01
87812,St. Vincent and the Grenadines,1911,25.99
87814,Samoa,1911,25.4
87816,Sao Tome and Principe,1911,31.0
87817,Saudi Arabia,1911,32.1
87818,Senegal,1911,25.2
87819,Serbia,1911,35.5
87822,Seychelles,1911,47.76
87823,Sierra Leone,1911,25.1
87824,Singapore,1911,34.0
87825,Slovak Republic,1911,41.2
87826,Slovenia,1911,36.6
87827,Solomon Islands,1911,25.1
87828,Somalia,1911,29.4
87830,South Africa,1911,33.5
87832,Spain,1911,39.8
87833,Sri Lanka,1911,27.3
87834,Sudan,1911,31.4
87835,Suriname,1911,32.9
87837,Swaziland,1911,32.3
87838,Sweden,1911,58.03
87839,Switzerland,1911,51.72
87840,Syria,1911,31.1
87841,Taiwan,1911,33.9
87842,Tajikistan,1911,31.59
87843,Tanzania,1911,32.2
87844,Thailand,1911,30.4
87845,Timor-Leste,1911,28.95
87846,Togo,1911,31.3
87848,Tonga,1911,28.2
87850,Trinidad and Tobago,1911,38.8
87851,Tunisia,1911,28.8
87852,Turkey,1911,35.0
87853,Turkmenistan,1911,29.81
87856,Uganda,1911,25.3
87857,Ukraine,1911,40.98
87858,United Arab Emirates,1911,30.7
87859,United Kingdom,1911,51.54
87860,United States,1911,53.4
87861,Uruguay,1911,32.9
87863,Uzbekistan,1911,34.28
87865,Vanuatu,1911,24.3
87866,Venezuela,1911,32.2
87867,West Bank and Gaza,1911,32.1
87869,Western Sahara,1911,34.75
87870,Vietnam,1911,32.0
87871,Virgin Islands (U.S.),1911,33.4
